School_Name,K_12_enrollment,Percent_complete_for_all_immunizations,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_exempt_for_diphtheria_tetanus,Percent_exempt_for_pertussis,Percent_exempt_for_measles_mumps_rubella,Percent_exempt_for_polio,Percent_exempt_for_HepatitisB,Percent_exempt_for_varicella,Number_complete_for_all_immunizations,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_exempt_for_diphtheria_tetanus,Number_exempt_for_pertussis,Number_exempt_for_measles_mumps_rubella,Number_exempt_for_polio,Number_exempt_for_HepatitisB,Number_exempt_for_varicella,School_District,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade,Location 1
CAM ACADEMY,556.0,79.7,16.2,1.1,14.4,1.3,0.0,12.4,11.7,10.3,10.3,9.7,11.9,443.0,90.0,6.0,80.0,7.0,0.0,69.0,65.0,57.0,57.0,54.0,66.0,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,3-12,N,Y,"715 NW ONSDORFF BLVD
BATTLE GROUND
(45.791669, -122.54581)"
PALISADES CHRISTIAN ACADEMY,186.0,77.4,14.0,0.0,14.0,0.0,0.0,11.3,11.3,12.9,11.8,13.4,14.0,144.0,26.0,0.0,26.0,0.0,0.0,21.0,21.0,24.0,22.0,25.0,26.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K-10,Y,Y,"1115 N GOVERNMENTAL WAY
SPOKANE
(47.666106, -117.469169)"
GATE PROGRAM,28.0,78.6,3.6,0.0,3.6,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,12-12,N,N,"3100 E 18TH ST
VANCOUVER
(45.634841, -122.63798)"
ADAMS ELEMENTARY,515.0,92.8,6.0,0.2,4.9,0.8,0.2,5.4,5.4,5.8,5.4,4.7,5.8,478.0,31.0,1.0,25.0,4.0,1.0,28.0,28.0,30.0,28.0,24.0,30.0,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N,"14707 E 8TH AVENUE
SPOKANE VALLEY
(47.649744, -117.20608)"
COVENANT HIGH SCHOOL,107.0,84.1,6.5,0.0,4.7,1.9,0.0,5.6,5.6,5.6,5.6,5.6,0.9,90.0,7.0,0.0,5.0,2.0,0.0,6.0,6.0,6.0,6.0,6.0,1.0,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"620 S SHIRLEY ST
TACOMA
(47.254555, -122.510266)"
MADISON ELEMENTARY SCHOOL,261.0,83.9,4.6,0.0,4.2,0.4,0.0,1.1,1.1,1.5,2.3,3.4,1.5,219.0,12.0,0.0,11.0,1.0,0.0,3.0,3.0,4.0,6.0,9.0,4.0,OLYMPIA SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -5,Y,N,"1225 LEGION WAY SE
OLYMPIA
(47.044326, -122.885353)"
COULEE CITY ELEMENTARY,82.0,89.0,8.5,1.2,6.1,1.2,0.0,6.1,6.1,6.1,7.3,6.1,4.9,73.0,7.0,1.0,5.0,1.0,0.0,5.0,5.0,5.0,6.0,5.0,4.0,COULEE-HARTLINE SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -5,Y,N,"410 W LOCUST
COULEE CITY
(47.613294, -119.29325)"
RUTH LIVINGSTON ELEMENTARY,825.0,97.0,3.0,1.2,1.8,0.0,0.0,1.2,1.1,1.6,1.5,2.2,1.9,800.0,25.0,10.0,15.0,0.0,0.0,10.0,9.0,13.0,12.0,18.0,16.0,PASCO SCHOOL DISTRICT,FRANKLIN,EDUCATIONAL SERVICE DISTRICT 123,K -5,Y,N,"2515 ROAD 84
PASCO
(46.251124, -119.201009)"
OSBORN ELEMENTARY,260.0,92.3,7.7,0.4,7.3,0.0,0.0,3.1,3.1,3.8,4.6,6.5,6.5,240.0,20.0,1.0,19.0,0.0,0.0,8.0,8.0,10.0,12.0,17.0,17.0,CASCADE SCHOOL DISTRICT,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,3-5,N,N,"225 CENTRAL AVE
LEAVENWORTH
(47.597892, -120.663394)"
SEATTLE WALDORF SCHOOL - MEADOWBROOK,356.0,42.1,40.4,3.7,36.5,0.3,0.0,21.6,21.1,26.1,30.9,34.8,32.0,150.0,144.0,13.0,130.0,1.0,0.0,77.0,75.0,93.0,110.0,124.0,114.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-12,Y,Y,"2728 NE 100TH ST
SEATTLE
(47.70118, -122.297639)"
OROVILLE MIDDLE-HIGH SCHOOL,255.0,86.7,8.2,0.0,7.5,1.2,0.0,3.9,3.1,3.1,3.5,3.5,7.5,221.0,21.0,0.0,19.0,3.0,0.0,10.0,8.0,8.0,9.0,9.0,19.0,OROVILLE SCHOOL DISTRICT,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,7-12,N,N,"816 JUNIPER
OROVILLE
(48.932825, -119.439584)"
NORTHWEST CHRISTIAN SCHOOL,136.0,89.7,10.3,2.2,8.1,0.0,0.0,9.6,9.6,9.6,9.6,10.3,9.6,122.0,14.0,3.0,11.0,0.0,0.0,13.0,13.0,13.0,13.0,14.0,13.0,PUYALLUP SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,Y,Y,"904 SHAW RD
PUYALLUP
(47.183073, -122.256173)"
PENNY CREEK ELEMENTARY,754.0,92.3,3.6,0.8,2.5,0.1,0.1,2.3,2.1,2.4,2.0,2.1,2.9,696.0,27.0,6.0,19.0,1.0,1.0,17.0,16.0,18.0,15.0,16.0,22.0,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N,"4117 132ND ST. SE
EVERETT
(47.877864, -122.17799)"
NEWPORT HEIGHTS ELEMENTARY,627.0,93.6,3.8,1.8,2.6,0.0,0.0,1.9,1.9,2.1,1.9,2.4,3.3,587.0,24.0,11.0,16.0,0.0,0.0,12.0,12.0,13.0,12.0,15.0,21.0,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"5225 119TH AVE SE
BELLEVUE
(47.556201, -122.179849)"
MONARCH ACADEMY,32.0,96.9,3.1,0.0,3.1,0.0,0.0,3.1,3.1,3.1,3.1,3.1,3.1,31.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,CLARKSTON SCHOOL DISTRICT,ASOTIN,EDUCATIONAL SERVICE DISTRICT 123,K-6,Y,Y,"1465 POPLAR STREET
CLARKSTON
(46.418104, -117.06227)"
ISLAND CHRISTIAN ACADEMY,69.0,60.9,21.7,0.0,21.7,0.0,0.0,15.9,15.9,11.6,20.3,14.5,20.3,42.0,15.0,0.0,15.0,0.0,0.0,11.0,11.0,8.0,14.0,10.0,14.0,SOUTH WHIDBEY SCHOOL DISTRICT,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-12,Y,Y,"5373 S MAXWELTON RD
LANGLEY
(48.014401, -122.409621)"
DISCOVERY SCHOOL,73.0,76.7,21.9,6.8,16.4,0.0,0.0,8.2,11.0,13.7,11.0,13.7,12.3,56.0,16.0,5.0,12.0,0.0,0.0,6.0,8.0,10.0,8.0,10.0,9.0,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"12801 84TH NE
KIRKLAND
(47.71517, -122.22948)"
JOHN CAMPBELL PRIMARY,834.0,93.4,2.3,0.6,1.7,0.0,0.0,1.1,1.1,1.8,1.1,0.5,2.3,779.0,19.0,5.0,14.0,0.0,0.0,9.0,9.0,15.0,9.0,4.0,19.0,SELAH SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K-2,Y,N,"408 NORTH FIRST STREET
SELAH
(46.607878, -120.508837)"
EAGLE CREEK ELEMENTARY,605.0,88.3,8.9,3.3,4.5,1.2,0.3,6.0,6.0,6.1,6.6,6.1,6.4,534.0,54.0,20.0,27.0,7.0,2.0,36.0,36.0,37.0,40.0,37.0,39.0,ARLINGTON SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N,"1216 E 5TH
ARLINGTON
(48.197411, -122.114149)"
NORTH KITSAP HIGH SCHOOL,1154.0,92.0,7.7,1.4,6.4,0.2,0.0,4.7,4.1,4.0,3.4,4.0,5.5,1062.0,89.0,16.0,74.0,2.0,0.0,54.0,47.0,46.0,39.0,46.0,64.0,NORTH KITSAP SCHOOL DISTRICT,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,9-12,N,N,"1780 NE HOSTMARK
POULSBO
(47.733608, -122.625184)"
GRANT ELEMENTARY,478.0,96.4,2.5,0.6,1.0,0.4,0.4,1.7,1.7,2.3,1.7,1.3,1.5,461.0,12.0,3.0,5.0,2.0,2.0,8.0,8.0,11.0,8.0,6.0,7.0,EPHRATA SCHOOL DISTRICT,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -4,Y,N,"451 3RD NW
EPHRATA
(47.133185, -119.492429)"
LUTACAGA ELEMENTARY,588.0,96.9,1.0,0.2,0.9,0.0,0.0,0.7,0.7,0.9,0.7,0.9,1.0,570.0,6.0,1.0,5.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,6.0,OTHELLO SCHOOL DISTRICT,ADAMS,EDUCATIONAL SERVICE DISTRICT 123,K -5,Y,N,"795 S 7TH AVE
OTHELLO
(46.81886, -119.165329)"
PORT ANGELES HIGH SCHOOL,1157.0,90.1,9.2,1.6,6.6,0.9,0.5,4.5,3.5,3.2,3.1,4.5,6.7,1043.0,106.0,19.0,76.0,10.0,6.0,52.0,41.0,37.0,36.0,52.0,77.0,PORT ANGELES SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,9-12,N,N,"304 E PARK AVE
PORT ANGELES
(48.101629, -123.438084)"
MEEKER MIDDLE SCHOOL,608.0,93.4,3.3,0.7,2.3,0.5,0.0,1.8,1.6,0.8,0.8,1.3,1.6,568.0,20.0,4.0,14.0,3.0,0.0,11.0,10.0,5.0,5.0,8.0,10.0,KENT SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-8,N,N,"12600 SE 192ND ST
RENTON
(47.430912, -122.172761)"
RIDGEFIELD HIGH SCHOOL,830.0,89.6,9.3,1.3,7.0,0.8,0.4,5.5,4.6,4.2,3.5,3.9,6.6,744.0,77.0,11.0,58.0,7.0,3.0,46.0,38.0,35.0,29.0,32.0,55.0,RIDGEFIELD SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,9-12,N,N,"2630 S HILLHURST ROAD
RIDGEFIELD
(45.795673, -122.713699)"
CANYON CREEK MIDDLE SCHOOL,238.0,88.7,6.3,0.8,5.0,0.0,0.4,2.5,2.1,2.5,2.5,3.4,4.2,211.0,15.0,2.0,12.0,0.0,1.0,6.0,5.0,6.0,6.0,8.0,10.0,WASHOUGAL SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,6-8,N,Y,"9731 WASHOUGAL RIVER RD
WASHOUGAL
(45.609445, -122.233982)"
NOB HILL ELEMENTARY SCHOOL,499.0,97.8,0.8,0.2,0.4,0.0,0.2,0.8,0.8,0.6,0.8,0.6,0.6,488.0,4.0,1.0,2.0,0.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,YAKIMA SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,Y,N,"801 S 34TH AVE
YAKIMA
(46.589472, -120.554025)"
KENROY ELEMENTARY,469.0,96.4,2.3,0.2,2.1,0.0,0.0,1.7,1.7,1.9,1.7,1.5,2.3,452.0,11.0,1.0,10.0,0.0,0.0,8.0,8.0,9.0,8.0,7.0,11.0,EASTMONT SCHOOL DISTRICT,DOUGLAS,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -5,Y,N,"601 N. JONATHAN AVE.
EAST WENATCHEE
(47.414656, -120.26543)"
ROOSEVELT ELEMENTARY,511.0,87.9,11.2,5.5,4.7,1.0,0.2,5.7,5.7,5.3,5.5,7.4,7.4,449.0,57.0,28.0,24.0,5.0,1.0,29.0,29.0,27.0,28.0,38.0,38.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-6,Y,Y,"333 W 14TH AVE
SPOKANE
(47.642697, -117.416963)"
REGAL ELEMENTARY,463.0,91.6,6.0,2.6,3.9,0.0,0.2,3.2,3.2,2.8,3.0,3.7,4.3,424.0,28.0,12.0,18.0,0.0,1.0,15.0,15.0,13.0,14.0,17.0,20.0,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -6,Y,Y,"2707 E RICH AVE
SPOKANE
(47.697066, -117.370772)"
ROGERS ADVENTIST SCHOOL,298.0,80.5,9.4,0.0,9.4,0.0,0.0,7.0,6.7,7.7,7.0,8.4,8.4,240.0,28.0,0.0,28.0,0.0,0.0,21.0,20.0,23.0,21.0,25.0,25.0,COLLEGE PLACE SCHOOL DISTRICT,WALLA WALLA,EDUCATIONAL SERVICE DISTRICT 123,K-8,Y,Y,"200 SW ACADEMY WAY
COLLEGE PLACE
(46.048732, -118.399026)"
ARTHUR JACOBSEN ELEMENTARY,584.0,94.7,4.3,0.5,3.6,0.2,0.0,3.9,3.6,3.8,3.9,2.2,3.9,553.0,25.0,3.0,21.0,1.0,0.0,23.0,21.0,22.0,23.0,13.0,23.0,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"29205 132ND AVE SE
AUBURN
(47.340156, -122.165552)"
CLE ELUM ROSLYN ELEMENTARY,395.0,92.9,5.8,1.3,4.6,0.0,0.0,3.8,3.8,3.8,4.3,4.8,3.5,367.0,23.0,5.0,18.0,0.0,0.0,15.0,15.0,15.0,17.0,19.0,14.0,CLE ELUM-ROSLYN SCHOOL DISTRICT,KITTITAS,EDUCATIONAL SERVICE DISTRICT 105,PK-5,Y,N,"2696 SR 903
CLE ELUM
(47.210787, -120.984029)"
EAST VALLEY MIDDLE SCHOOL,487.0,91.0,7.6,2.3,5.3,0.2,0.0,4.7,4.5,4.7,4.1,4.1,5.5,443.0,37.0,11.0,26.0,1.0,0.0,23.0,22.0,23.0,20.0,20.0,27.0,EAST VALLEY SCHOOL DISTRICT (SPOKANE),SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,6-8,N,Y,"4920 N PROGRESS RD
SPOKANE VALLEY
(47.702411, -117.202392)"
BRIDGEPORT HIGH SCHOOL,232.0,87.5,0.9,0.0,0.9,0.0,0.0,0.4,0.4,0.4,0.0,0.4,0.9,203.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,BRIDGEPORT SCHOOL DISTRICT,DOUGLAS,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,N,N,"1220 KRYGER AVE
BRIDGEPORT
(48.006927, -119.676311)"
COLUMBIA VALLEY GARDEN ELEM SCHL,450.0,96.4,2.4,0.2,2.2,0.0,0.0,2.2,2.2,2.0,1.8,1.6,2.0,434.0,11.0,1.0,10.0,0.0,0.0,10.0,10.0,9.0,8.0,7.0,9.0,LONGVIEW SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N,"2644 30TH AVENUE
LONGVIEW
(46.155137, -122.957304)"
ELMA ELEMENTARY SCHOOL,587.0,94.4,5.6,1.0,4.4,0.0,0.2,4.1,4.1,4.3,3.7,3.2,4.8,554.0,33.0,6.0,26.0,0.0,1.0,24.0,24.0,25.0,22.0,19.0,28.0,ELMA SCHOOL DISTRICT,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,PK-5,Y,N,"1235 MONTE-ELMA RD
ELMA
(47.003049, -123.434125)"
CRESTLINE ELEMENTARY SCHOOL,532.0,75.4,3.0,0.2,2.4,0.0,0.4,2.4,2.4,2.3,3.0,2.8,2.4,401.0,16.0,1.0,13.0,0.0,2.0,13.0,13.0,12.0,16.0,15.0,13.0,EVERGREEN SCHOOL DISTRICT (CLARK),CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N,"13003 SE SEVENTH STREET
VANCOUVER
(45.616179, -122.539152)"
GEORGE WASHINGTON BUSH MIDDLE SCH,534.0,88.0,8.2,0.6,7.7,0.2,0.0,4.9,4.1,4.9,5.1,4.7,6.2,470.0,44.0,3.0,41.0,1.0,0.0,26.0,22.0,26.0,27.0,25.0,33.0,TUMWATER SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,7-8,N,N,"2120 83RD AVENUE SW
TUMWATER
(46.967279, -122.926334)"
BRIARCREST ELEMENTARY,530.0,94.2,5.1,0.2,4.9,0.0,0.0,2.3,2.1,2.5,2.8,3.0,4.2,499.0,27.0,1.0,26.0,0.0,0.0,12.0,11.0,13.0,15.0,16.0,22.0,SHORELINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"2715 N.E. 158TH STREET
SHORELINE
(47.742814, -122.297732)"
MOUNT VIEW ELEMENTARY,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,Y,Y,"11427 3RD AV S
SEATTLE
(47.500222, -122.329779)"
NORTH LAKE MIDDLE SCHOOL,773.0,81.8,5.7,0.4,5.2,0.3,0.1,3.9,3.1,3.8,3.8,2.7,4.3,632.0,44.0,3.0,40.0,2.0,1.0,30.0,24.0,29.0,29.0,21.0,33.0,LAKE STEVENS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-7,N,Y,"2202 123RD AVE NE
LAKE STEVENS
(48.019621, -122.065006)"
ROXHILL ELEMENTARY SCHOOL,307.0,84.7,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.3,0.3,0.7,2.0,260.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N,"9430 30 AV SW
SEATTLE
(47.518509, -122.371364)"
BELLARMINE PREPARATORY SCHOOL,918.0,99.1,0.9,0.4,0.3,0.1,0.0,0.7,0.7,0.5,0.5,0.7,0.8,910.0,8.0,4.0,3.0,1.0,0.0,6.0,6.0,5.0,5.0,6.0,7.0,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"2300 S WASHINGTON ST
TACOMA
(47.239169, -122.485258)"
OAKVIEW ELEMENTARY SCHOOL,426.0,96.7,2.6,0.5,1.6,0.5,0.0,1.6,1.6,2.1,2.1,1.4,2.1,412.0,11.0,2.0,7.0,2.0,0.0,7.0,7.0,9.0,9.0,6.0,9.0,CENTRALIA SCHOOL DISTRICT,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,4-6,N,Y,"201 OAKVIEW AVENUE
CENTRALIA
(46.742895, -122.9561)"
EVERGREEN SCHOOL,29.0,82.8,17.2,0.0,13.8,0.0,3.4,13.8,13.8,13.8,17.2,13.8,17.2,24.0,5.0,0.0,4.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,EVERGREEN SCHOOL DISTRICT (STEVENS),STEVENS,EDUCATIONAL SERVICE DISTRICT 101,K -6,Y,Y,"3342 ADDY-GIFFORD RD
GIFFORD
(48.310923, -118.127985)"
EMERSON ELEMENTARY SCHOOL,296.0,87.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,259.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"9709 60 AV S
SEATTLE
(47.514691, -122.258186)"
COLFAX PUBLIC SCHOOLS,593.0,94.4,1.7,0.3,1.3,0.0,0.0,1.0,1.0,0.8,0.7,1.3,1.0,560.0,10.0,2.0,8.0,0.0,0.0,6.0,6.0,5.0,4.0,8.0,6.0,COLFAX SCHOOL DISTRICT,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,K-12,Y,Y,"1110 N. MORTON STREET
COLFAX
(46.891866, -117.3616)"
CHRYSALIS SCHOOL (9-12),131.0,91.6,3.8,0.0,3.1,0.8,0.0,3.1,3.1,3.8,3.1,3.1,3.1,120.0,5.0,0.0,4.0,1.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N,"18720 142ND AVE NE
WOODINVILLE
(47.763192, -122.15037)"
FELIDA ELEMENTARY SCHOOL,693.0,93.1,6.3,1.0,5.2,0.1,0.0,4.3,4.3,5.2,4.6,4.6,5.1,645.0,44.0,7.0,36.0,1.0,0.0,30.0,30.0,36.0,32.0,32.0,35.0,VANCOUVER SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N,"2700 NW 119TH ST
VANCOUVER
(45.707244, -122.700466)"
KENMORE JUNIOR HIGH,630.0,92.4,7.0,0.8,6.3,0.0,0.0,3.7,3.7,3.7,3.8,3.5,4.9,582.0,44.0,5.0,40.0,0.0,0.0,23.0,23.0,23.0,24.0,22.0,31.0,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-9,N,N,"20323 66 AV NE
KENMORE
(47.776918, -122.253099)"
LIVING WISDOM SCHOOL OF SEATTLE,24.0,50.0,50.0,0.0,50.0,0.0,0.0,33.3,33.3,29.2,41.7,33.3,45.8,12.0,12.0,0.0,12.0,0.0,0.0,8.0,8.0,7.0,10.0,8.0,11.0,EDMONDS SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-6,Y,Y,"6717 212TH ST SW
LYNWOOD
(47.80682, -122.324152)"
CHRYSALIS SCHOOL (K-8),57.0,71.9,8.8,3.5,5.3,0.0,0.0,7.0,7.0,8.8,7.0,8.8,7.0,41.0,5.0,2.0,3.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,NORTHSHORE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,Y,Y,"17005 140TH AVE NE
WOODINVILLE
(47.751067, -122.152662)"
GRANGER MIDDLE SCHOOL,480.0,99.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,476.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GRANGER SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,5-8,N,Y,"701 E AVENUE
GRANGER
(46.347133, -120.18824)"
PANTHER LAKE ELEMENTARY SCHOOL,484.0,89.5,5.2,2.9,1.9,0.0,0.4,2.9,2.9,2.7,3.3,2.5,4.3,433.0,25.0,14.0,9.0,0.0,2.0,14.0,14.0,13.0,16.0,12.0,21.0,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N,"34424 1ST AV S
FEDERAL WAY
(47.292352, -122.334743)"
CARDEN COUNTRY SCHOOL,43.0,97.7,2.3,0.0,2.3,0.0,0.0,2.3,2.3,2.3,2.3,2.3,2.3,42.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,BAINBRIDGE ISLAND SCHOOL DISTRICT,KITSAP,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-12,Y,Y,"6974 ISLAND CENTER RD NE
BAINBRIDGE ISLAND
(47.62541, -122.558434)"
FRANKLIN ELEMENTARY,419.0,87.8,8.8,0.7,8.1,0.0,0.2,4.5,4.5,5.3,5.0,4.3,7.6,368.0,37.0,3.0,34.0,0.0,1.0,19.0,19.0,22.0,21.0,18.0,32.0,PORT ANGELES SCHOOL DISTRICT,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,Y,Y,"2505 S WASHINGTON ST
PORT ANGELES
(48.102571, -123.42416)"
EAGLE VIEW CHRISTIAN SCHOOL,113.0,69.0,10.6,2.7,7.1,0.9,0.0,9.7,9.7,8.8,9.7,6.2,9.7,78.0,12.0,3.0,8.0,1.0,0.0,11.0,11.0,10.0,11.0,7.0,11.0,YELM SCHOOL DISTRICT,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,P-12,Y,Y,"13036 MORRIS RD SE
YELM
(46.896771, -122.607217)"
RAINIER PREP,246.0,76.8,0.4,0.0,0.4,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,189.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,RAINIER PREP CHARTER SCHOOL DISTRICT,KING,OFFICE OF SUPERINTENDENT OF PUBLIC INSTRUCTION,5-8,N,Y,"10211 12TH AVE S
SEATTLE
(47.511201, -122.317857)"
LAWTON ELEMENTARY SCHOOL,442.0,89.6,5.7,2.3,3.4,0.2,0.0,2.5,2.5,3.2,2.9,3.4,4.3,396.0,25.0,10.0,15.0,1.0,0.0,11.0,11.0,14.0,13.0,15.0,19.0,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N,"4000 27 AV W
SEATTLE
(47.656516, -122.390949)"
HARBOR MONTESSORI SCHOOL,57.0,93.0,7.0,5.3,1.8,0.0,0.0,3.5,3.5,3.5,7.0,5.3,3.5,53.0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,PENINSULA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-12,Y,Y,"5414 COMTE DR
GIG HARBOR
(47.319447, -122.613334)"
RIDGEWOOD ELEMENTARY SCHOOL,487.0,94.0,2.9,1.0,2.1,0.0,0.0,1.8,1.8,1.6,1.8,2.1,2.1,458.0,14.0,5.0,10.0,0.0,0.0,9.0,9.0,8.0,9.0,10.0,10.0,KENT SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y,"18030 162ND PL SE
RENTON
(47.440581, -122.12456)"
